player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Gabriel Deck,deckga01,2022,RS,OKC,120,56,-2.141678628579157,-2.367162463250239,-4.508841091829397,-3.713941662728761,-5.361524136588591,-9.075465799317353,-2.469530986573874,-3.047637203150436,-5.517168189724311,-.0789664715956233,-.0789664715956233,0,-3.965397235724324,-4.68278834215904,-8.648185577883364,-.1199662669041113
Dewayne Dedmon,dedmode01,2022,PO,MIA,282,138,-2.954244498238647,-1.236397120669451,-4.190641618908098,1.466805790081509,-3.850232717470392,-2.383426927388883,-2.238395646452433,-1.948456552424521,-4.186852198876954,-.1054213302248966,0,-.1054213302248966,-3.368271072449234,-.8129435308222732,-4.181214603271507,1.010171105551249
Dewayne Dedmon,dedmode01,2022,RS,MIA,2182,1065,-2.471375200098069,1.248037626505046,-1.223337573593023,-.8877967420105842,-.0353483287326714,-.9231450707432556,-2.321483448735267,.9919764380263585,-1.329507010708908,.7697166251469263,.7697166251469263,0,-2.351146790503895,.6053354542060345,-1.74581133629786,-.2755440063210567
Sam Dekker,dekkesa01,2022,RS,TOR,2,1,-20.2880444702192,-20.12638285061556,-40.41442732083476,-67.77842511845172,-89.09672634507122,-156.8751514635229,-31.57562177296956,-35.78431622478063,-67.35993799775019,-.0325901400286203,-.0325901400286203,0,-31.22267490344518,-37.87353924085853,-69.0962141443037,-1.134149916216624
Javin DeLaurier,delauja01,2022,RS,MIL,8,3,2.731623005879243,-.7697585466353355,1.961864459243907,46.4774970213366,16.58085250164449,63.05834952298109,11.94601703292415,2.802525899991575,14.74854293291573,.0274933759709657,.0274933759709657,0,12.13522306835927,2.557624253713743,14.69284732207301,2.65138105331912
DeMar DeRozan,derozde01,2022,PO,CHI,429,203,-2.35758309572224,-.2611175061378474,-2.618700601860088,12.48043512092208,-16.98703129183468,-4.5065961709126,.7965570889809134,-3.810365745915458,-3.013808656934545,-.0284634216782132,0,-.0284634216782132,-1.519651923557351,-2.669640832643454,-4.189292756200804,.9795580791444807
DeMar DeRozan,derozde01,2022,RS,CHI,5717,2743,3.631531488363102,-2.499951339228146,1.131580149134956,3.891556624128971,-.2097747867219523,3.681781837407019,3.858568101506638,-2.162150952057111,1.696417149449526,6.212753234661489,6.212753234661489,0,2.914888889984421,-2.039382371550308,.8755065184341131,-.1592998525316261
Mamadi Diakite,diakima01,2022,RS,OKC,380,188,-4.734410860873835,1.120377399030518,-3.614033461843317,-4.372420092947074,4.296327296868636,-.0760927960784379,-4.881547401072089,1.886220754812687,-2.995326646259402,-.0234079654283193,-.0234079654283193,0,-5.697445589149784,1.967866641797517,-3.729578947352268,-.5234817197971058
Cheick Diallo,diallch01,2022,RS,DET,72,31,-6.223258255481053,-3.271082857105208,-9.494341112586261,-13.39743871142081,-11.34827853076992,-24.74571724219073,-8.035000944444894,-5.101392295306391,-13.13639323975129,-.1645998516936761,-.1645998516936761,0,-6.260025417477698,-3.452357911926723,-9.712383329404421,.1988079399730238
Hamidou Diallo,diallha01,2022,RS,DET,2662,1269,-.5335098629053228,1.143697244396358,.6101873814910357,-2.484288043965252,1.316599064402936,-1.167688979562316,-.8803268819166188,1.291301870310003,.410974988393384,2.055000519422109,2.055000519422109,0,-1.181516064249843,1.926034586452665,.7445185222028219,.4127477265602376
Gorgui Dieng,dienggo01,2022,PO,ATL,23,10,1.487373432125614,-15.69914805471909,-14.21177462259348,10.36818627149855,-6.422714841072423,3.94547143042613,3.503309232103687,-14.64457487827205,-11.14126564616836,-.0444750327757629,0,-.0444750327757629,1.817803257999826,-15.84481964115405,-14.02701638315422,.7054451755260451
Gorgui Dieng,dienggo01,2022,RS,ATL,775,371,-.5877532821688388,1.858393372055992,1.270640089887153,-6.375263060137898,-.6941066739650766,-7.069369734102974,-1.881512511088801,1.494191756128976,-.3873207549598257,.4480223729620876,.4480223729620876,0,-.9712606979596828,1.14207258075962,.1708118827999369,.1799000867986249
Spencer Dinwiddie,dinwisp01,2022,PO,DAL,983,501,3.084794721900809,-1.822563608457434,1.262231113443375,-1.325436095702391,.9006662684302624,-.4247698272721288,2.25808908559393,-1.398369892592756,.8597191930011745,.9436553250303585,0,.9436553250303585,2.28246857234696,-.9571025229237966,1.325366049423163,-.8138567014891993
